id,label,node_type,zbetween_central,zdeg_central,zpagerank
2,"Schlegel, David J.",Author,0.0,0.516129032258,0.00497103282437
3,"Finkbeiner, Douglas P.",Author,0.0,0.516129032258,0.00497103282437
4,"Davis, Marc",Author,0.0,0.516129032258,0.00497103282437
5,"Perlmutter, S.",Author,0.0,0.516129032258,0.00497103282437
6,"Aldering, G.",Author,0.0,0.516129032258,0.00497103282437
7,"Goldhaber, G.",Author,0.0,0.516129032258,0.00497103282437
8,"Knop, R. A.",Author,0.0,0.516129032258,0.00497103282437
9,"Nugent, P.",Author,0.0,0.516129032258,0.00497103282437
10,"Castro, P. G.",Author,0.0,0.516129032258,0.00497103282437
11,"Deustua, S.",Author,0.0,0.516129032258,0.00497103282437
12,"Fabbro, S.",Author,0.0,0.516129032258,0.00497103282437
13,"Goobar, A.",Author,0.0,0.516129032258,0.00497103282437
14,"Groom, D. E.",Author,0.0,0.516129032258,0.00497103282437
15,"Hook, I. M.",Author,0.0,0.516129032258,0.00497103282437
16,"Kim, A. G.",Author,0.0,0.516129032258,0.00497103282437
17,"Kim, M. Y.",Author,0.0,0.516129032258,0.00497103282437
18,"Lee, J. C.",Author,0.0,0.516129032258,0.00497103282437
19,"Nunes, N. J.",Author,0.0,0.516129032258,0.00497103282437
20,"Pain, R.",Author,0.0,0.516129032258,0.00497103282437
21,"Pennypacker, C. R.",Author,0.0,0.516129032258,0.00497103282437
22,"Quimby, R.",Author,0.0,0.516129032258,0.00497103282437
23,"Lidman, C.",Author,0.0,0.516129032258,0.00497103282437
24,"Ellis, R. S.",Author,0.0,0.516129032258,0.00497103282437
25,"Irwin, M.",Author,0.0,0.516129032258,0.00497103282437
26,"McMahon, R. G.",Author,0.0,0.516129032258,0.00497103282437
27,"Ruiz-Lapuente, P.",Author,0.0,0.516129032258,0.00497103282437
28,"Walton, N.",Author,0.0,0.516129032258,0.00497103282437
29,"Schaefer, B.",Author,0.0,0.516129032258,0.00497103282437
30,"Boyle, B. J.",Author,0.0,0.516129032258,0.00497103282437
31,"Filippenko, A. V.",Author,0.0,0.516129032258,0.00497103282437
32,"Matheson, T.",Author,0.0,0.516129032258,0.00497103282437
33,"Fruchter, A. S.",Author,0.0,0.516129032258,0.00497103282437
34,"Panagia, N.",Author,0.0,0.516129032258,0.00497103282437
35,"Newberg, H. J. M.",Author,0.0,0.516129032258,0.00497103282437
36,"Couch, W. J.",Author,0.0,0.516129032258,0.00497103282437
